アカウントID,StudentID,Group,Account Name,Role,SatisfactionScore,Opinion
57493,50094,EDUCATION,oishii-math,student,,
57492,49707,EDUCATION,AoiEno0604,student,,
57490,49802,EDUCATION,Kihigo25,student,5,データサイエンスにおけるデータ収集と分析の流れを知ることができました。また、Pythonについて初めてでしたが、基礎コードを知ることができました。
57489,49643,EDUCATION,KawasakiChihiro,student,,
57488,49934,EDUCATION,1729yuki,student,,
57487,49616,EDUCATION,Ayane0000noa,student,4,データサイエンスやプログラミングの基礎など、今後の講義を受ける上で必要な知識。
57486,51687,EDUCATION,takumi357,student,,
57484,49614,EDUCATION,PUREMALT,student,,
57483,49625,EDUCATION,AYAGIYOSHII,student,5,データサイエンスにおいて、前処理やデータの洗いは極めて重要であり、全体の分析精度を左右する要素である。しかし、欠損値処理や異常値の検出、形式統一といった作業は煩雑かつ時間を要する。今回講義ではAIの導入により、これらの前処理工程を効率化する動きが加速している。特に機械学習を用いた異常検知や自然言語処理による非構造データの整形は有効を学び、今後はAIを活用した前処理自動化の高度化が、より迅速かつ高精度なデータ分析を有効活用する可能にすると考える。
57480,50077,EDUCATION,yuri0011,student,5,「0. オープニング」「1. データサイエンスとは」「2. Pythonの基礎・実践」を学習したが特に学びを得た\n「1. データサイエンスとは」「2. Pythonの基礎・実践」について記載する。\n「1. データサイエンスとは」では、以下の内容を学習した。\nそもそもデータサイエンスとは「大量のデータを分析して新しい価値（役立つ情報や知識）を生み出す学問・技術分野」を指し、\n扱うデータは、表データで表現できる構造化データと、それ以外の非構造化データ（画像・動画・音声・文章など）に分類される。\n構造化データを詳しく調べると量的データの1つである比率尺度（数値の間隔/大小に意味があり、0が「ない」状態を表すもの。例：身長・体重・速度など）と、間隔尺度（数値の間隔/大小に意味があり、0が「ない」状態を意味しない、利便性のために0をつくるもの。例：気温・偏差値）に分けられる。質的データはカテゴリデータ（性別・血液型など分類用データ）を指す。\nデータサイエンスのプロセスは「データ理解→前処理→モデル構築→評価」の順で実施し、各段階の具体的な手法も学んだ。「データ理解」とは統計量算出や可視化を通じたデータ全体像の把握と、分析可能性の仮説立案を指す。これを誤ると後工程の前処理をどのように実施するか、モデルを構築するか等後工程に悪影響が及ぶと予測できるため、統計量や可視化結果を正しく解釈する能力が重要であると考えている。調べると疑似相関や外れ値を無視した場合やバイアスがかかった見方をしてしまうと誤った結果が生じることがわかった。\n「2. Pythonの基礎・実践」では、基本的であり使用頻度が高い文法を学習した。職場で既に使用経験のある内容だが、特にオブジェクトや関数、メソッド等をデータサイエンスのモデル構築に落とし込んでよりよいモデルにしていくか、エンジニアリングの面で今後の私の課題であると感じた。
57479,49606,EDUCATION,Amizukurage,student,4,本日の講義では、これから行われる全体の講義の流れや学習の仕方を学びました。
57478,49603,EDUCATION,TKasuya0643,student,,
57477,49601,EDUCATION,deepstudy89,student,,
57476,49600,EDUCATION,houterasu,student,,
57475,49599,EDUCATION,kato_04_,student,,
57474,49596,EDUCATION,ayatakaing,student,4,事前学習を通じて、データサイエンスとは「データを収集・分析し、有益な情報を引き出すための学問」であることを学びました。データサイエンスは、マーケティング、医療、交通など、私たちの日常生活のあらゆる場面で活用されていることを知り、非常に身近な存在であると実感しました。\n\nまた、データサイエンスを支える技術の一つであるPythonの基本文法や、簡単なプログラムの書き方についても学びました。あわせて、統計学の基礎についても学習し、データを適切に読み解くためには統計的な考え方が欠かせないことを理解しました。\n\n今回の事前学習を通して、データサイエンスの重要性と面白さを実感するとともに、今後さらに知識やスキルを深めていきたいという意欲が高まりました。
57472,49588,EDUCATION,Reeeeeeeeei,student,,
57471,49604,EDUCATION,hanaeyang,student,4,phytonの基礎的な扱い方を実例と一緒にgooglecollabを用いて学びました。\n基本的な仕組み、リストの性質からライブラリの使用法までこれから講義を聞く上で欠かせない知識を復習することができたと感じています。
57470,49593,EDUCATION,MikotoMiura,student,,
57469,49959,EDUCATION,YUTAOTSUKA,student,,
57468,49960,EDUCATION,MaoTsutsui,student,,
57467,49636,EDUCATION,S1Matsumoto,student,5,事前学習_GCIベーシックを通じて、データサイエンスとは何か、またPythonの基本的な使い方を理解することができました。データサイエンスの流れを理解できました。
57466,49595,EDUCATION,mikenekoMOIS,student,,
57465,49594,EDUCATION,Null_502,student,3,データサイエンスの流れは、データの理解、データの前処理、モデル構築、モデル評価。\nこの順で一方向ではなく、行ったり来たりしながら進めていく。\nPythonにはデータサイエンスに便利なライブラリがあり、適宜インポートして使っていく。
57464,49791,EDUCATION,KobayashiHiroki,student,5,・複数の学習モデルを用いて、精度を上げる交差検証の方法\n・各項目の最頻値で欠損地を補完する方法\n・内部結合などmerge関数を用いてデータを結合する方法\n・外れ値を抜いた分析方法
57463,49589,EDUCATION,nekosuke5656,student,5,"イコールは数学のイコール（答えなど）とはちがって、xなどの単語に代入するという意味。\nリストの中身は左から1,2,3と数えるのではなく0,1,2と数える。"
57462,49663,EDUCATION,23n081mn,student,4,データと言っても構造化データと非構造化データに分けられることを知った。またデータは難しく、専門的にしか用いられないイメージを勝手に持っていたが、アンケートデータや、オープンデータなど社会で生活していく中で必要不可欠なものであることを学べた。
57461,49580,EDUCATION,yuriISHINO,student,5,機械学習でどのようなことができるかがイメージがわきました。
57459,49591,EDUCATION,aoki_k21,student,,
57458,49569,EDUCATION,TadashiKry,student,,
57457,49605,EDUCATION,TSR70209,student,4,データサイエンスでデータを扱う際には色々な処理を行う必要があることを改めて知る事ができた。例えば扱うデータについて不要なものや外れ値がある場合には適切にデータを処理したりするなどを学ぶ事が出来た。
57456,51659,EDUCATION,Koshikai,student,,
57455,49565,EDUCATION,SAN4x488,student,,
57454,49564,EDUCATION,Nyanmerry_star,student,,
57453,49563,EDUCATION,happy123,student,5,よく纏まっていて分かりやすかった．
57452,51804,EDUCATION,yusakuinto,student,5,本日の講義では、データサイエンスの流れが大まかに「１、データの理解→２、データの前処理、３、モデル構築、４モデル評価」という流れをとることがわかった。また、Google Colabを実際に実行しながら基本的な関数についての理解を深めた。
57451,49556,EDUCATION,senyama7,student,,
57449,49555,EDUCATION,TakahashiRyosuke,student,4,データに関する知識や、前処理の方法を学んだ。また、機械学習の簡単な仕組みや、データの前処理を学んだ。
57448,49550,EDUCATION,takkunnA,student,,
57447,49545,EDUCATION,Amamiyosan,student,,
57445,49648,EDUCATION,Daikichi8,student,,
57444,49557,EDUCATION,OozoraCoumi,student,5,パイソンを使ったデータの処理、分析について学んだ。具体的にはデータをパイソンに読み込ませる方法や、欠損値の処理について削除や最頻値の代入などを行った。
57443,49572,EDUCATION,fu-shibata,student,5,プロセシングしか学んだことがなかったのでパイソンとの違いを発見するのがおもしろかったです。
57442,49546,EDUCATION,Jinlongyi,student,,
57441,49544,EDUCATION,sakuraruka89,student,,
57440,49548,EDUCATION,yo-shibata,student,5,データサイエンスとは何かと、pythonの基礎について学んだ。具体的には、データサイエンスの流れとしてデータの理解からモデル評価までの手順の理解をした。
57439,49540,EDUCATION,ichizo_yodaka,student,,
57438,49537,EDUCATION,nyuyorker,student,,
57437,49533,EDUCATION,rairai10,student,,
57436,49799,EDUCATION,MoekaIshiyama,student,3,データサイエンスとはデータ分析により新しい価値を生み出す技術であり，データの理解，データの前処理，モデル構築，モデル評価の４つのステップで構成されていると学んだ．また，Pythonの基本知識（演算子，データ型，関数，ライブラリ）についても学んだ．
57435,49531,EDUCATION,ShimonNagaoka,student,5,AIの効果的な活用方法\n作業内容を自分で理解しているかが問題
57434,49530,EDUCATION,Junjunasa,student,,
57433,49528,EDUCATION,Takano726,student,,
57432,49558,EDUCATION,yatoshi1206,student,,
57431,49541,EDUCATION,rionori6827,student,,
57430,49590,EDUCATION,tottun34,student,5,色々なデータの使用の仕方について学べました。
57429,49529,EDUCATION,watatech71,student,5,これからデータサイエンスを学んでいく上で、基礎となる部分を学んだ。
57428,49521,EDUCATION,yuyayoshida,student,5,これから授業を受けるにあたって、必要な前提知識やPythonの基礎を学ぶことができた。特に、データサイエンスに必要な考え方や、機械学習を行う上でのプロセスを学べた。
57427,49520,EDUCATION,kouki131313,student,,
57426,49517,EDUCATION,kouki0108,student,4,これからPythonについて学習していくうえでの基本的事項について予習を行うことができた。まずは基本的な操作に慣れるように何度もコードを打つ練習をしていくことが重要であると感じた。
57425,49511,EDUCATION,sunrise58,student,,
57424,49509,EDUCATION,unknown0,student,,
57423,49504,EDUCATION,liuyong528,student,4,データサイエンスを少しイメージできました。またpythonの基本知識を身につけることできました。AI　機械学習に触れることでますます　興味を湧いて来ました。
57422,49503,EDUCATION,senbasyunnsuke,student,5,pythonを使うのは初めてなのですが、詳しく説明されていて、具体例を見ながら学ぶことができました。そのため、講義についていけるのかと不安でしたが、これからの講義にも全力で学んでいこうと思いました。
57421,49500,EDUCATION,qwerty05,student,5,ほとんどは以前学んだことのある内容でしたが、その分ふんふんと講義を理解しながら聞くことができ、機械学習の種類など、細かい内容の見直しができました。
57420,49513,EDUCATION,sakurako7,student,,
57419,49609,EDUCATION,Hazuki14,student,,
57418,57760,EDUCATION,toyamamidori,student,,
57417,49501,EDUCATION,hajime0509,student,,
57416,49499,EDUCATION,Lily2025,student,,
57414,49495,EDUCATION,gochan110921,student,,
57413,49532,EDUCATION,TKC112221,student,,
57412,49486,EDUCATION,Lontarou,student,,
57411,49483,EDUCATION,tenchan005,student,,
57410,49607,EDUCATION,YukiCheese,student,,
57409,49487,EDUCATION,Ota_n_MAU,student,,
57408,49585,EDUCATION,Rick8787,student,5,Pythonの基礎をしっかり学ぶことができました。また、今までネットや本からでは理解することができなかった部分や、知らなかったことを学ぶことができてとても有意義なものでした。
57407,49507,EDUCATION,Hardworker,student,,
57406,49492,EDUCATION,Shiho1000,student,4,データサイエンスとは何か、についての基本的な概要。大量のデータを分析し新たな価値を生み出す、という分野である。実際のビジネスの場面での活用方法や、課題解決の考え方の基礎になるであろうという学びを得た。
57405,49488,EDUCATION,yuyuyu0921,student,3,Pythonの基礎的な知識について学べました。\n今大学でPythonを使ったプログラミングをやっているので今後の授業に活かしていきたいと思います。
57404,49647,EDUCATION,HhAaSsEeBbEe,student,5,Pythonの基礎や、統計においてのヒストグラムや、箱ひげ図、平均値や中央値の定義、分散についてが分かった。
57403,50311,EDUCATION,spidermatttttttt,student,,
57402,49490,EDUCATION,H0218amano,student,,
57401,49986,EDUCATION,Kappaebisen222,student,,
57400,49624,EDUCATION,Cjdjxnzbssu,student,,
57399,49497,EDUCATION,yukiono0420,student,,
57398,49523,EDUCATION,Sherlock,student,5,算術演算を演算子記号にかえる時の表示の仕方やデータ型、リスト、二次元リスト、関数、メソッド、オブジェクトについて学んだ。
57397,49485,EDUCATION,hodaka1212,student,,
57396,49478,EDUCATION,shiho0323,student,5,Pythonの基本的な使い方について学んだ。ある程度触ったことはあったが、忘れていた部分も多くあったため、思い出して使えるようになるいいきっかけになった。
57395,52357,EDUCATION,yamazoeakiyo,student,5,・学習を進めるうえで、予習と復習、宿題、SlackやOH等、用意いただいているコンテンツついて学んだ。\n・データサイエンスの流れについて、データの理解からデータの前処理、モデル構築、モデル評価の4段階であることを学んだ。\n・講義の中で、ノートブック（GoogleColab）を利用すること、また、その使用方法について学んだ。
57394,49465,EDUCATION,Riochin523,student,5,データサイエンスの基礎的な知識から、回帰と分散についてまでを学習することができた。Google Colabでハンズオンで学習することができ、最終的には回帰係数を求めることができた。
57392,49458,EDUCATION,MasaruOtsu,student,,
57391,49456,EDUCATION,Satoshi11,student,5,プログラミング言語のひとつである、Pythonの基本的な書き方を学ぶことができた。また、Google Colaboratoryにファイルを取り込むなどの操作も学ぶことができた。
57390,49597,EDUCATION,ksasa333,student,,
57389,49445,EDUCATION,Tomo1215,student,5,機械学習とは何かのパートでは、時に言語化することが難しい教師なし学習などが例とともに丁寧に説明されており、改めて理解するきっかけになりました。
57388,49437,EDUCATION,Ichinose75,student,,
57387,49439,EDUCATION,Mia_peach,student,,
57386,61508,EDUCATION,GlovinGlutamin,student,,
57385,49435,EDUCATION,f_ei00960818,student,,
57384,49433,EDUCATION,okada2025,student,,
57383,49432,EDUCATION,LUODETAO,student,4,講座の流れ、全体図をわかりました。内容が思ったより多く、予習しないとだいぶきつい気がする。
57382,49428,EDUCATION,KusuharaT,student,,
57381,49434,EDUCATION,EGASHIRA_T,student,,
57380,49429,EDUCATION,Aoyagi119,student,5,データサイエンスとは大量のデータを分析して、新しい価値を生み出す学問分野や技術分野のことである。データサイエンスは「データの理解・データの前処理・モデルの構築・モデルの評価」の要素をこの順番で取り組んでいく。このサイクルを繰り返すことで、分析の目的達成を目指すのだ。また、今回の講義では、pythonの基礎的なコードの学んだ。実際に講義が始まるまでに慣れ親しめるよう努める。
57379,49423,EDUCATION,Takumatv,student,,
57378,49460,EDUCATION,Eiken-06,student,,
57377,49421,EDUCATION,Katsuragi,student,,
57376,49422,EDUCATION,YKanekoo,student,5,基本的なことを学習したが、講義開始前までに数回復習することで内容を理解していきたい。何せ、初めてのことなので理解するまでに時間がかかると思うので、根気強く時間を捻出して積極的に取り組みたい。この期間の目標は、やりたいことに必要な命令を思い出せること。あとは、できるだけコピペをしないで自分で入力すること。
57375,49419,EDUCATION,MUHAMMAD,student,,
57374,49425,EDUCATION,wasshann06,student,4,データサイエンスの仕組みとpython のコードの基本的な文法書き方、統計の基礎知識についてを学んだ。
57373,49417,EDUCATION,sabapunch,student,,
57372,49416,EDUCATION,Hidetoshi222,student,4,今回の事前学習ではColabの使い方や Pythonの基礎について学んだ。Pythonでの関数の書き方やライブラリからの定数などの引用の仕方などを学ぶことができた。
57371,49413,EDUCATION,RyoichiSato,student,5,データ分析やPythonについて、個人的には理解している内容が多かった。\n学びを得る内容は少なかったが、良い復習になったと感じた。
57370,49412,EDUCATION,IshimotoMomoka,student,,
57369,49514,EDUCATION,Hirahara,student,,
57368,49411,EDUCATION,yuraraararagi,student,,
57367,49527,EDUCATION,teaaaaaa,student,,
57366,60737,EDUCATION,ttt888kkk,student,,
57365,49512,EDUCATION,SSGSS-kai,student,,
57364,49484,EDUCATION,Yuya22220,student,5,Pythonのでの基礎的なプログラムの作り方や、コードの書き方を学ぶことができた。また、ライブラリを活用することでコードの量を減らすことができると学んだ。
57363,50323,EDUCATION,Ailish0410,student,,
57362,49518,EDUCATION,MASABE_1106,student,5,データサイエンスの概要やデータサイエンスの流れがどのようなものか大まかに理解することができました。pythonの基礎についての知ることができました。
57361,49626,EDUCATION,HShintaro,student,5,今回の講義では、基本的なPythonの使い方について学んだ。知っていたことも知らなかったことも含めて、より理解を深めることができた。
57360,49415,EDUCATION,TokuhideKimura,student,,
57359,49466,EDUCATION,tarootono,student,,
57358,50041,EDUCATION,CLuck333,student,,
57357,49409,EDUCATION,yufujikawa,student,,
57356,49427,EDUCATION,Miri1227,student,4,会社の商品の売上予測や動画再生など、身近なものも実はデータサイエンスが関わっていた。Pythonの講座は正直理解が追いつかず、また単語がたくさんあり覚えられるか不安です。
57355,49459,EDUCATION,makky2025,student,,
57354,49393,EDUCATION,pospos47,student,,
57353,49390,EDUCATION,Shinnichi,student,,
57352,49389,EDUCATION,MASUOKAKirari,student,,
57351,49382,EDUCATION,Mew202504,student,,
57350,49376,EDUCATION,Haruki12,student,,
57349,49377,EDUCATION,jknabjuga,student,,
57348,49375,EDUCATION,Liberales,student,,
57347,49378,EDUCATION,KazKonno,student,4,よく事前に勉強する必要があると再認識した。
57346,49372,EDUCATION,hamaryo0317,student,,
57345,49368,EDUCATION,chuankou,student,,
57342,49534,EDUCATION,ZeloZelo,student,,
57340,49407,EDUCATION,stream0928,student,,
57339,49362,EDUCATION,Rock-Hand,student,,
57338,49358,EDUCATION,AkutsuHaruka,student,5,私のデータがさまざまところで抜き取られていることが特に印象に残りました。\nまた、資格もいろいろあらことを知り、とても興味深かったです。
57337,49356,EDUCATION,Shunsuke_s,student,,
57336,49352,EDUCATION,kunitaka,student,,
57334,49346,EDUCATION,atuyatuya,student,,
57333,49344,EDUCATION,Hiiragiyua,student,,
57332,50280,EDUCATION,kenshi1002,student,,
57330,49342,EDUCATION,ShinichiroIto,student,,
57329,49339,EDUCATION,aoiaibara,student,,
57328,49324,EDUCATION,Morita_13,student,,
57327,49320,EDUCATION,rio-tsuru,student,5,もともと知っている内容が多くはありましたが、たとえば行列に関するイメージの説明など、概念をわかりやすく学ぶことができました。
57326,49323,EDUCATION,sukekazuma,student,5,pythonの基礎
57325,49525,EDUCATION,sei1101shotiger,student,5,Pythonの基礎文法のところではべき乗の**や割り算の/のような演算子についてやデータの型や変数、リスト、引数戻り値の使い方などを学んだ。また、データサイエンスとはのところでは機械学習を用いたデータサイエンスの流れでデータの理解、データの前処理、モデル構築、モデル評価をしなければならないというところを学んだ。また、モデル評価の段階で回帰モデルでは平均二乗誤差、分類モデルでは正解率により、評価するということや、データの性質に応じてモデルを選択するときに、数値を予測する場合は回帰、データをカテゴリに分ける場合は分類、いくつかのセッションに分ける場合はクラスタリングのモデルで学習するということを習った。
57324,49379,EDUCATION,mametsubu8,student,3,phythonの基礎や、機械学習、統計の知識を、学びました。それらを演習と実践を重ねていきたいと思います。
57323,49314,EDUCATION,Minami_I,student,,
57321,49826,EDUCATION,ishiguro,student,3,pythonの基礎的な使い方がわかった。
57320,49308,EDUCATION,KengoH28,student,,
57319,49351,EDUCATION,yoshihiro0821,student,,
57318,49328,EDUCATION,TakYama107,student,5,全範囲を通じて簡単になぞるような講座のため、一度今回の見渡す助けになった。Pythonやデータサイエンスの基礎をなぞって、流れをつかむことができた。
57317,49322,EDUCATION,ccao2257,student,,
57316,49702,EDUCATION,KotaNakanishi,student,,
57315,49568,EDUCATION,jumpei-GCI,student,5,機械学習、Pythonの基礎を短い時間に区切った動画を使って、空き時間に効率的に復習ができました。コンテンツの中身もそうですが、コンテンツの提供の仕方も勉強になります。
57314,49332,EDUCATION,kitaguchi,student,4,以前からデータサイエンス分野について学習を進めておりますが、そもそもの「データサイエンスとは何か」について振り返りを体系的に行うことができたのは自分にとって得るものがあったと感じています。
57313,49343,EDUCATION,blacktuxedo76,student,,
57312,49581,EDUCATION,buriburizaemon,student,,
57311,50202,EDUCATION,KenHello,student,5,・そもそもデータサイエンスとはどのようなものなのか\n・機械学習の4つの流れ\n・どのような統計分野がいつ使われるのか\n・機械学習の種類とLLMの大まかな仕組みについて\n・回帰・分類について、実際にプログラムを動かすとどのような動きをするか
57310,49583,EDUCATION,unknownspoon,student,4,データの特性や意味を読み取ること、Pythonの操作方法など、データサイエンスの基本的なところを学ぶことができました。
57309,49333,EDUCATION,yousuke0416,student,5,【データサイエンス】データサイエンスとは、大量のデータを分析し、新しい価値（役立つ情報や新しい知識）を生み出す学問分野や技術分野のこと。\n複数分野の統合：プログラミングだけでなく、数学や統計学、ビジネスの知識を駆使する。\n\n・データサイエンスで取り扱うデータは、表データで表せる構造化データとそれ以外の非構造化データに分けられる。それぞれ活用するコードが異なってくる。\n\n［構造化データ］行と列で管理できるデータ\n?量的データ　データが数値(数字の大小を見るデータ)\n?質的データ　(分類?区別するためのデータ）\n※実際に取り扱うデータは、量?質的データの組み合わせが多い\n\n［非構造化データ］行と列で管理できないデ一タ\n　画像、動画、音声、文章　などの構造化できないデータ\n\n\n［データの収集方法］\n様々なデータが世の中にはありますが、個人で勉強する際には、オープンデータへのアクセスやコンペテイシヨンへの參加にてデータを収集することが多いです。\n<個人で勉強 に活用する場合の主な収集元>\nオープンデータ\n：Webサイ卜等に公開されており、誰でもアクセスが可能なデータを入手\n例）・政府統計データ・公共機関のデ一タセット\nコンペテイシヨン\n：参加者が提供されたデータセットを使用して特定の問題を解決するための分析やモデルを作成し、その成果を競い合うイベントで入手\n例）・Kaggle・SIGNATE\n\n\n［データサイエンスの流れ］\nデータサイエンスの流れには、①データの理解②データの全処理③モデル構築④モデル評価の手順で行われる。これらは順番通りではなく行き来することで修正可能。\n\n①データ理解とは、統計量の算出や可視化等を行い、データの全体像を理解し、分析に利用できそうなデータになり得るか仮説を立てること。\n・統計量の算出：基本的な統計量を計算する\n例 ：平均、中央値、分散等により傾向を見る。\n・可視化：グラブやプロットを用いる\n\n②データの前処理とは、データを理解した後に分析しやすい形にデー タを前処理することである。その前処理の主な内容は、データのクリーニングや変換作業。\n前処理の必要なケース：外れ値、欠損値のあるケース\n外れ値： 他のデータと比べて極端に離れた値\n欠損値： 何らかの理由でデータがない状態\n(前処理の方法)\n→クリーニング（削除や補完）：平均値などのより適した値に補完または削除\n\n複数の予測要素のスケ一ルが異なるケース\nスケール： 単位や値の範囲の違いのこと\n（前処理の方法）\n→標準化※ 平均と分散、標準化は、後の統計のスライドで解説\n平均が0、分散が1となるようスケールを整える。\n\n(前処理の方法)\n→ダミー変数化：0か1の値に変換\n例）事業所　本社与 0、支社与 1\n\n③モデル構築とは、モデルとは特定の目的を達成するために構築される計算のルー ルである。目的に合わせて構築していくための手順として、データ分割、モデルの選択の訓練の3つのプロセスを経て検討していく。\n（モデル=特定の目的を達成するために構築される計算のルール。）\n\nデータ分割は、モデルの未知データに対する予測性能を評価するために使用されます。ホールドアウ卜法と交差検証法は、代表的なデータ分割法。\nモデルの本来の目的= 未知のデータの予測\n※デ一タの分割　全データでモデルを訓練させるのではなく、?部を訓練に含まないデータ（テス卜データ）として準備することで、未知データへの性能の評価 に利用できる。（後々の練習用を残しておく）\n・ホ一ルドアウ卜法：1パターンで分割する。\n・k分割交差検証法：k種のパターンで分割する。\n\nモデルの選択は、利用したいデータの性質や目的に応じて適するモデルを選ぶこと\n（目的の例）\n回帰：数値を予測する(例 ：家の価格を予測）\n分類：データを異なるカテゴリに分ける(例：スパ厶メールかどうか）\nクラスタリング： データを幾つかのグル一プに分ける\n\nモデル選択の事例　目的自動車の価格を予測する。値を予測するため、回帰モデルを使用。単回帰分析：予測するための変数が一つ。重回帰分析：予測するための変数が複数。\n\nモデルの訓練とはデータのパターンを理解し、より最適な予測ができるように、選ん\nだモデルに訓練用データを学習させること。\n\n④モデル評価とは、構築されたモデルがどの程度目的を達成し、どれだけ性能が良いかを定量的に判断しその信頼性を評価することである。\n\nモデル評価とは、構築されたモデルがどの程度目的を達成し、どれだけ性能が良いかを定量的に判断することで、その信頼性を評価すること。\n\n評価には適した指標を用いることで\n?モデルの性能の評価\n?モデレ同士の性能の比較が可能となる。\nモデルによって利用できる評価指標が異なる。\n\n（評価指標の具体例）\n?回帰モデル（回帰モデルの評価指標としては平均二乗誤差が代表）\n（例）平均二乗誤差\n誤差（予測値と実測値の差）の二乗の平均。\n0以上の値を取り、値が小さいほどモデルの精度が良いとされている。\n\n*分類モデル（分類モデルでは正解率が代表）\n（例）正解率：モデルが正しく分類したデータの割合\n0から1の間の値を取り、1に近いほど、モデルの精度が良いとされている。
57308,49327,EDUCATION,takahashimei,student,5,データの処理についてが特に勉強になりました。以前独学でデータ分析をしようとした際に、データの処理をはじめとするデータの理解のことをわかっておらずつまずいたので早くも受講してよかったと思いました。
57307,49454,EDUCATION,m_shimayoshi,student,,
57306,49398,EDUCATION,shougo36,student,3,Pythonの基礎的な機能
57305,49396,EDUCATION,NagaoNatsuki07,student,,
57304,49535,EDUCATION,MiyaayiM,student,5,この夏の講座でデータサイエンスについて、Pythonの基礎・実践、活用するために必要な統計の知識、機械学習とは何か・その主な手法、学習のおさらい、分類・回帰の６つの観点をから学べることがわかりました。
57303,49369,EDUCATION,Keisuke_55,student,5,データ分析を使う機会およびPysonの基本的なコードの入力方法を学んだ。また自分で手を動かしてみることにより、さらに理解が深まることも実感出来た。
57302,49313,EDUCATION,141_data,student,,
57301,49315,EDUCATION,AkiraHarada,student,,
57299,49306,EDUCATION,kozakire,student,4,Pythonの基礎、文法など
57298,49302,EDUCATION,orca0655,student,,
57297,49304,EDUCATION,TaiseiMikami,student,,
57296,50103,EDUCATION,CO2_akasaka,student,5,データサイエンスには主な解析プロセスが存在する。時系列順に並べると『データの理解』『データの前処理』『モデル構築』『モデル評価』となる。モデル構築をより細分化することを行うと、『与えられたデータの分割』と『モデル選択』の２種類の工程が存在する。そして、今回の講義ではpythonの基礎知識についても学んだ。オブジェクトと呼ばれる概念が存在し、これは値と処理がセットになったものである。このオブジェクトは各クラスごとに定義される。
57295,49472,EDUCATION,Rick2003,student,,
57294,49289,EDUCATION,usuitakashiph,student,4,Pythonの基礎について学ぶことができた。
57293,49288,EDUCATION,AnnaHuang,student,,
57292,49284,EDUCATION,matyamatya,student,4,　基礎的なPythonと統計の復習と機械学習について勉強した。特に機械学習の教師ありとなしの構造や特性はあまり知らなっかたので良い学びになった。
57291,49287,EDUCATION,KeatonSu,student,5,わたしはむかしプログランミングの経験があるので、pythonと数学の知識がありますので、私にとってデータ処理この概念がさらに理解したことが今日一番良かったこと。
57290,49281,EDUCATION,yFukuda1015,student,,
57289,49280,EDUCATION,TorebaKenitsutsu,student,,
57288,49331,EDUCATION,mrkkrm369,student,5,Pythonの基本的な操作方法を学ぶことができた。特にデータ型についてしっかり学習することができたと感じている。type関数を利用してデータ型を出力できるようになった。
57287,49274,EDUCATION,mmchisa89,student,,
57285,58183,EDUCATION,ricorico,student,3,大学1年生で学んだプログラミングやPythonの基礎を復習できた。リストの部分はややこしいと思うので、今後のために復習をしておきたいと思う。
57283,49254,EDUCATION,Akihirokawase,student,,
57282,49249,EDUCATION,Wataru1823,student,,
57281,49266,EDUCATION,hyuga2525,student,,
57280,49250,EDUCATION,takumi9675,student,,
57279,49248,EDUCATION,Washiyama,student,,
57277,49242,EDUCATION,ReinaIshikawa,student,,
57276,49286,EDUCATION,naganawa,student,,
57275,49277,EDUCATION,Matsufromryukyu,student,,
57274,49303,EDUCATION,kazumura,student,5,教師あり学習、教師なし学習、強化学習といった機械学習モデルから、LLMの学習手法の入り口部分を学んだ。また、統計処理の入門として、pandasやmatplotlibといったモジュールを用いた表やグラフの出力を学んだ。さらに、機械学習の入門として、sklearnモジュールを用いて、回帰、分類の手法の基礎を学んだ。
57273,49233,EDUCATION,2003okuni,student,4,google collaboratoryの基本的な取り扱い方を学べました
57272,49319,EDUCATION,Sekido1224,student,4,講義全体の流れや、AI、データサイエンスの重要性を学び、ビジネスへの活用など考えられた。
57271,49231,EDUCATION,Moe_2333,student,5,データサイエンスの基礎知識を含め、AIの深層学習についても細かく説明しました、まだPythonの基礎知識なども学びました
57270,49311,EDUCATION,AisakuWatanabe,student,,
57269,49229,EDUCATION,takekkkk,student,,
57268,49228,EDUCATION,0nodzzzZ,student,,
57267,49269,EDUCATION,rmrm0306,student,,
57218,49225,EDUCATION,yuria5656,student,,
57217,49220,EDUCATION,yimmsiye,student,,
57216,49222,EDUCATION,takenouchi,student,,
57215,49216,EDUCATION,myan7688,student,,
57214,49218,EDUCATION,MechMech,student,5,データサイエンスの基本的な流れとpythonによるプログラミングの基礎を学んだ。具体的には、データの理解、前処理、モデルの構築、評価の流れに沿って、データを分析することと、ライブラリを使うことで簡単に複雑な機能を実装することができることがわかった。
57208,49215,EDUCATION,GenMatsu,student,5,データサイエンスの概観と、実際のPythonを用いたデータの扱い方の基本を学びました。まだコード自体を使いこなせる段階にはありませんが、今後の学習で慣れていきたいと思います。データの前処理段階で、予測モデル構築の際に外れ値を消すことが必ずしもいいとは限らないという内容には驚きました。データの前処理に唯一解はないということ、状況に合わせて様々な処理、分析の手法を検討していくことが重要だと感じました。
57207,49209,EDUCATION,YukiSugawara,student,4,データサイエンスとは、研究分野だけでなくビジネスなどで幅広く応用されている。講義ではエンジンの大きさが価格に影響しているような予測を単回帰分析によって示していた。
57205,49213,EDUCATION,peacesign,student,,
56765,49329,EDUCATION,Takaranishiya,student,,
56764,49197,EDUCATION,sgsotaaaa,student,5,機械学習におけるデータの理解から前処理、モデルの構築、モデルの評価という一連の流れについて再確認することができた。また、Pythonの知識を復習することができてよかった。
56763,49205,EDUCATION,sakura2236,student,,
